DeathMaritalStatusMaritalStatusDesc,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
Widowed,Total,Alzheimer's disease (G30),3075,9.7,2922
Divorced,2020 **,Alzheimer's disease (G30),545,3.6,2925
Divorced,2021 **,Alzheimer's disease (G30),0,N/A,2928
Divorced,Total,Alzheimer's disease (G30),545,1.8,2931
Never Married,2020 **,Alzheimer's disease (G30),228,1.5,2934
Never Married,2021 **,Alzheimer's disease (G30),1,N/A,2937
Never Married,Total,Alzheimer's disease (G30),229,0.7,2940
Unknown,2020 **,Alzheimer's disease (G30),7,N/A,2943
Unknown,2021 **,Alzheimer's disease (G30),0,N/A,2946
Unknown,Total,Alzheimer's disease (G30),7,N/A,2949
Total,2020 **,Alzheimer's disease (G30),5422,34.7,2952
Total,2021 **,Alzheimer's disease (G30),10,0.1,2955
Total,Total,Alzheimer's disease (G30),5432,17.4,2958
Married,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),68,0.4,2961
Married,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,2964
Married,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),68,0.2,2967
Married but Separated,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,2970
Married but Separated,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,2973
Married but Separated,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,2976
Widowed,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),54,0.3,2979
Widowed,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,2982
Widowed,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),54,0.2,2985
Divorced,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),26,0.2,2988
Divorced,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,2991
Divorced,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),26,0.1,2994
Never Married,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),19,0.1,2997
Never Married,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,3000
Never Married,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),19,0.1,3003
Unknown,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,3006
Unknown,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,3009
Unknown,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,3012
Total,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),167,1.1,3015
Total,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,3018
Total,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),167,0.5,3021
Married,2020 **,Hypertensive heart disease (I11),479,3.2,3024
Married,2021 **,Hypertensive heart disease (I11),1,N/A,3027
Married,Total,Hypertensive heart disease (I11),480,1.6,3030
Married but Separated,2020 **,Hypertensive heart disease (I11),4,N/A,3033
Married but Separated,2021 **,Hypertensive heart disease (I11),0,N/A,3036
Married but Separated,Total,Hypertensive heart disease (I11),4,N/A,3039
Widowed,2020 **,Hypertensive heart disease (I11),778,4.9,3042
Widowed,2021 **,Hypertensive heart disease (I11),2,N/A,3045
Widowed,Total,Hypertensive heart disease (I11),780,2.5,3048
Divorced,2020 **,Hypertensive heart disease (I11),405,2.6,3051
Divorced,2021 **,Hypertensive heart disease (I11),0,N/A,3054
Divorced,Total,Hypertensive heart disease (I11),405,1.3,3057
Never Married,2020 **,Hypertensive heart disease (I11),334,2.4,3060
Never Married,2021 **,Hypertensive heart disease (I11),1,N/A,3063
Never Married,Total,Hypertensive heart disease (I11),335,1.2,3066
Unknown,2020 **,Hypertensive heart disease (I11),14,0.1,3069
Unknown,2021 **,Hypertensive heart disease (I11),0,N/A,3072
Unknown,Total,Hypertensive heart disease (I11),14,0.0,3075
Total,2020 **,Hypertensive heart disease (I11),2014,13.3,3078
Total,2021 **,Hypertensive heart disease (I11),4,N/A,3081
Total,Total,Hypertensive heart disease (I11),2018,6.6,3084
Married,2020 **,Hypertensive heart and renal disease (I13),109,0.7,3087
Married,2021 **,Hypertensive heart and renal disease (I13),1,N/A,3090
Married,Total,Hypertensive heart and renal disease (I13),110,0.4,3093
Married but Separated,2020 **,Hypertensive heart and renal disease (I13),3,N/A,3096
Married but Separated,2021 **,Hypertensive heart and renal disease (I13),0,N/A,3099
Married but Separated,Total,Hypertensive heart and renal disease (I13),3,N/A,3102
Widowed,2020 **,Hypertensive heart and renal disease (I13),191,1.2,3105
Widowed,2021 **,Hypertensive heart and renal disease (I13),0,N/A,3108
Widowed,Total,Hypertensive heart and renal disease (I13),191,0.6,3111
Divorced,2020 **,Hypertensive heart and renal disease (I13),67,0.4,3114
Divorced,2021 **,Hypertensive heart and renal disease (I13),1,N/A,3117
Divorced,Total,Hypertensive heart and renal disease (I13),68,0.2,3120
Never Married,2020 **,Hypertensive heart and renal disease (I13),35,0.2,3123
Never Married,2021 **,Hypertensive heart and renal disease (I13),0,N/A,3126
Never Married,Total,Hypertensive heart and renal disease (I13),35,0.1,3129
Unknown,2020 **,Hypertensive heart and renal disease (I13),3,N/A,3132
Unknown,2021 **,Hypertensive heart and renal disease (I13),0,N/A,3135
Unknown,Total,Hypertensive heart and renal disease (I13),3,N/A,3138
Total,2020 **,Hypertensive heart and renal disease (I13),408,2.6,3141
Total,2021 **,Hypertensive heart and renal disease (I13),2,N/A,3144
Total,Total,Hypertensive heart and renal disease (I13),410,1.3,3147
Married,2020 **,Acute myocardial infarction (I21-I22),1601,10.5,3150
Married,2021 **,Acute myocardial infarction (I21-I22),1,N/A,3153
Married,Total,Acute myocardial infarction (I21-I22),1602,5.2,3156
Married but Separated,2020 **,Acute myocardial infarction (I21-I22),14,0.1,3159
Married but Separated,2021 **,Acute myocardial infarction (I21-I22),0,N/A,3162
Married but Separated,Total,Acute myocardial infarction (I21-I22),14,0.1,3165
Widowed,2020 **,Acute myocardial infarction (I21-I22),1205,7.7,3168
Widowed,2021 **,Acute myocardial infarction (I21-I22),1,N/A,3171
Widowed,Total,Acute myocardial infarction (I21-I22),1206,3.8,3174
Divorced,2020 **,Acute myocardial infarction (I21-I22),808,5.2,3177
Divorced,2021 **,Acute myocardial infarction (I21-I22),0,N/A,3180
Divorced,Total,Acute myocardial infarction (I21-I22),808,2.6,3183
Never Married,2020 **,Acute myocardial infarction (I21-I22),403,2.7,3186
Never Married,2021 **,Acute myocardial infarction (I21-I22),4,N/A,3189
Never Married,Total,Acute myocardial infarction (I21-I22),407,1.4,3192
Unknown,2020 **,Acute myocardial infarction (I21-I22),16,0.1,3195
Unknown,2021 **,Acute myocardial infarction (I21-I22),0,N/A,3198
Unknown,Total,Acute myocardial infarction (I21-I22),16,0.1,3201
Total,2020 **,Acute myocardial infarction (I21-I22),4047,26.2,3204
Total,2021 **,Acute myocardial infarction (I21-I22),6,N/A,3207
Total,Total,Acute myocardial infarction (I21-I22),4053,13.1,3210
Married,2020 **,Other acute ischemic heart diseases (I24),68,0.4,3213
Married,2021 **,Other acute ischemic heart diseases (I24),0,N/A,3216
Married,Total,Other acute ischemic heart diseases (I24),68,0.2,3219
Married but Separated,2020 **,Other acute ischemic heart diseases (I24),0,N/A,3222
Married but Separated,2021 **,Other acute ischemic heart diseases (I24),0,N/A,3225
Married but Separated,Total,Other acute ischemic heart diseases (I24),0,N/A,3228
Widowed,2020 **,Other acute ischemic heart diseases (I24),54,0.3,3231
Widowed,2021 **,Other acute ischemic heart diseases (I24),0,N/A,3234
Widowed,Total,Other acute ischemic heart diseases (I24),54,0.2,3237
Divorced,2020 **,Other acute ischemic heart diseases (I24),51,0.3,3240
Divorced,2021 **,Other acute ischemic heart diseases (I24),1,N/A,3243
Divorced,Total,Other acute ischemic heart diseases (I24),52,0.2,3246
Never Married,2020 **,Other acute ischemic heart diseases (I24),21,0.1,3249
Never Married,2021 **,Other acute ischemic heart diseases (I24),0,N/A,3252
Never Married,Total,Other acute ischemic heart diseases (I24),21,0.1,3255
Unknown,2020 **,Other acute ischemic heart diseases (I24),1,N/A,3258
Unknown,2021 **,Other acute ischemic heart diseases (I24),0,N/A,3261
Unknown,Total,Other acute ischemic heart diseases (I24),1,N/A,3264
Total,2020 **,Other acute ischemic heart diseases (I24),195,1.3,3267
Total,2021 **,Other acute ischemic heart diseases (I24),1,N/A,3270
Total,Total,Other acute ischemic heart diseases (I24),196,0.6,3273
Married,2020 **,Atherosclerotic cardiovascular disease so described (I25.0),657,4.3,3276
Married,2021 **,Atherosclerotic cardiovascular disease so described (I25.0),2,N/A,3279
Married,Total,Atherosclerotic cardiovascular disease so described (I25.0),659,2.2,3282
Married but Separated,2020 **,Atherosclerotic cardiovascular disease so described (I25.0),15,0.1,3285
Married but Separated,2021 **,Atherosclerotic cardiovascular disease so described (I25.0),0,N/A,3288
Married but Separated,Total,Atherosclerotic cardiovascular disease so described (I25.0),15,0.1,3291
Widowed,2020 **,Atherosclerotic cardiovascular disease so described (I25.0),649,4.1,3294
Widowed,2021 **,Atherosclerotic cardiovascular disease so described (I25.0),1,N/A,3297
Widowed,Total,Atherosclerotic cardiovascular disease so described (I25.0),650,2.0,3300
Divorced,2020 **,Atherosclerotic cardiovascular disease so described (I25.0),652,4.2,3303
Divorced,2021 **,Atherosclerotic cardiovascular disease so described (I25.0),0,N/A,3306
Divorced,Total,Atherosclerotic cardiovascular disease so described (I25.0),652,2.1,3309
Never Married,2020 **,Atherosclerotic cardiovascular disease so described (I25.0),515,3.5,3312
Never Married,2021 **,Atherosclerotic cardiovascular disease so described (I25.0),3,N/A,3315
Never Married,Total,Atherosclerotic cardiovascular disease so described (I25.0),518,1.8,3318
Unknown,2020 **,Atherosclerotic cardiovascular disease so described (I25.0),31,0.2,3321
Unknown,2021 **,Atherosclerotic cardiovascular disease so described (I25.0),0,N/A,3324
Unknown,Total,Atherosclerotic cardiovascular disease so described (I25.0),31,0.1,3327
Total,2020 **,Atherosclerotic cardiovascular disease so described (I25.0),2519,16.3,3330
Total,2021 **,Atherosclerotic cardiovascular disease so described (I25.0),6,N/A,3333
Total,Total,Atherosclerotic cardiovascular disease so described (I25.0),2525,8.2,3336
Married,2020 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),2666,17.3,3339
Married,2021 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),4,N/A,3342
Married,Total,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),2670,8.7,3345
Married but Separated,2020 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),31,0.2,3348
Married but Separated,2021 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),0,N/A,3351
Married but Separated,Total,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),31,0.1,3354
Widowed,2020 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),3092,19.6,3357
Widowed,2021 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),6,N/A,3360
Widowed,Total,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),3098,9.8,3363
Divorced,2020 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),1306,8.3,3366
Divorced,2021 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),0,N/A,3369
Divorced,Total,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),1306,4.1,3372
Never Married,2020 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),640,4.2,3375
Never Married,2021 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),0,N/A,3378
Never Married,Total,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),640,2.1,3381
Unknown,2020 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),30,0.2,3384
Unknown,2021 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),0,N/A,3387
Unknown,Total,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),30,0.1,3390
Total,2020 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),7765,49.7,3393
Total,2021 **,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),10,0.1,3396
Total,Total,All other forms of chronic ischemic heart disease (I20I25.1-I25.9),7775,24.9,3399
Married,2020 **,Acute and subacute endocarditis (I33),28,0.2,3402
Married,2021 **,Acute and subacute endocarditis (I33),0,N/A,3405
Married,Total,Acute and subacute endocarditis (I33),28,0.1,3408
Married but Separated,2020 **,Acute and subacute endocarditis (I33),3,N/A,3411
Married but Separated,2021 **,Acute and subacute endocarditis (I33),0,N/A,3414
Married but Separated,Total,Acute and subacute endocarditis (I33),3,N/A,3417
Widowed,2020 **,Acute and subacute endocarditis (I33),12,0.1,3420
Widowed,2021 **,Acute and subacute endocarditis (I33),0,N/A,3423
Widowed,Total,Acute and subacute endocarditis (I33),12,0.0,3426
Divorced,2020 **,Acute and subacute endocarditis (I33),16,0.1,3429
Divorced,2021 **,Acute and subacute endocarditis (I33),0,N/A,3432
Divorced,Total,Acute and subacute endocarditis (I33),16,0.1,3435
Never Married,2020 **,Acute and subacute endocarditis (I33),23,0.2,3438
Never Married,2021 **,Acute and subacute endocarditis (I33),0,N/A,3441
Never Married,Total,Acute and subacute endocarditis (I33),23,0.1,3444
Unknown,2020 **,Acute and subacute endocarditis (I33),0,N/A,3447
Unknown,2021 **,Acute and subacute endocarditis (I33),0,N/A,3450
Unknown,Total,Acute and subacute endocarditis (I33),0,N/A,3453
Total,2020 **,Acute and subacute endocarditis (I33),82,0.6,3456
Total,2021 **,Acute and subacute endocarditis (I33),0,N/A,3459
Total,Total,Acute and subacute endocarditis (I33),82,0.3,3462
Married,2020 **,Diseases of pericardium and acute myocarditis (I30-I31I40),18,0.1,3465
Married,2021 **,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3468
Married,Total,Diseases of pericardium and acute myocarditis (I30-I31I40),18,0.1,3471
Married but Separated,2020 **,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3474
Married but Separated,2021 **,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3477
Married but Separated,Total,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3480
Widowed,2020 **,Diseases of pericardium and acute myocarditis (I30-I31I40),6,N/A,3483
Widowed,2021 **,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3486
Widowed,Total,Diseases of pericardium and acute myocarditis (I30-I31I40),6,N/A,3489
Divorced,2020 **,Diseases of pericardium and acute myocarditis (I30-I31I40),5,N/A,3492
Divorced,2021 **,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3495
Divorced,Total,Diseases of pericardium and acute myocarditis (I30-I31I40),5,N/A,3498
Never Married,2020 **,Diseases of pericardium and acute myocarditis (I30-I31I40),11,0.1,3501
Never Married,2021 **,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3504
Never Married,Total,Diseases of pericardium and acute myocarditis (I30-I31I40),11,0.0,3507
Unknown,2020 **,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3510
Unknown,2021 **,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3513
Unknown,Total,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3516
Total,2020 **,Diseases of pericardium and acute myocarditis (I30-I31I40),40,0.3,3519
Total,2021 **,Diseases of pericardium and acute myocarditis (I30-I31I40),0,N/A,3522
Total,Total,Diseases of pericardium and acute myocarditis (I30-I31I40),40,0.1,3525
Married,2020 **,Heart failure (I50),1091,7.1,3528
Married,2021 **,Heart failure (I50),3,N/A,3531
Married,Total,Heart failure (I50),1094,3.6,3534
Married but Separated,2020 **,Heart failure (I50),13,0.1,3537
Married but Separated,2021 **,Heart failure (I50),0,N/A,3540
Married but Separated,Total,Heart failure (I50),13,0.0,3543
Widowed,2020 **,Heart failure (I50),1824,11.5,3546
Widowed,2021 **,Heart failure (I50),4,N/A,3549
Widowed,Total,Heart failure (I50),1828,5.8,3552
Divorced,2020 **,Heart failure (I50),503,3.2,3555
Divorced,2021 **,Heart failure (I50),0,N/A,3558
Divorced,Total,Heart failure (I50),503,1.6,3561
Never Married,2020 **,Heart failure (I50),277,1.8,3564
Never Married,2021 **,Heart failure (I50),0,N/A,3567
Never Married,Total,Heart failure (I50),277,0.9,3570
Unknown,2020 **,Heart failure (I50),11,0.1,3573
Unknown,2021 **,Heart failure (I50),0,N/A,3576
Unknown,Total,Heart failure (I50),11,0.0,3579
Total,2020 **,Heart failure (I50),3719,23.8,3582
Total,2021 **,Heart failure (I50),7,N/A,3585
Total,Total,Heart failure (I50),3726,11.9,3588
Married,2020 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),2225,14.7,3591
Married,2021 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),3,N/A,3594
Married,Total,All other forms of heart disease (I26-I28I34-I38I42-I49I51),2228,7.3,3597
Married but Separated,2020 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),27,0.2,3600
Married but Separated,2021 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),0,N/A,3603
Married but Separated,Total,All other forms of heart disease (I26-I28I34-I38I42-I49I51),27,0.1,3606
Widowed,2020 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),2426,15.4,3609
Widowed,2021 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),1,N/A,3612
Widowed,Total,All other forms of heart disease (I26-I28I34-I38I42-I49I51),2427,7.7,3615
Divorced,2020 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),1169,7.6,3618
Divorced,2021 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),0,N/A,3621
Divorced,Total,All other forms of heart disease (I26-I28I34-I38I42-I49I51),1169,3.8,3624
Never Married,2020 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),810,5.9,3627
Never Married,2021 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),0,N/A,3630
Never Married,Total,All other forms of heart disease (I26-I28I34-I38I42-I49I51),810,2.9,3633
Unknown,2020 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),18,0.1,3636
Unknown,2021 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),0,N/A,3639
Unknown,Total,All other forms of heart disease (I26-I28I34-I38I42-I49I51),18,0.1,3642
Total,2020 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),6675,43.8,3645
Total,2021 **,All other forms of heart disease (I26-I28I34-I38I42-I49I51),4,N/A,3648
Total,Total,All other forms of heart disease (I26-I28I34-I38I42-I49I51),6679,21.9,3651
