DeathEducationLevelEducationLevel,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
Total,Total,In situ neoplasms benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48),619,2.0,3597
8TH GRADE OR LESS,2020 **,Anemias (D50-D64),15,0.1,3600
8TH GRADE OR LESS,2021 **,Anemias (D50-D64),0,N/A,3603
8TH GRADE OR LESS,Total,Anemias (D50-D64),15,0.0,3606
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Anemias (D50-D64),17,0.1,3609
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Anemias (D50-D64),0,N/A,3612
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Anemias (D50-D64),17,0.1,3615
HIGH SCHOOL GRADUATE OR GED,2020 **,Anemias (D50-D64),98,0.6,3618
HIGH SCHOOL GRADUATE OR GED,2021 **,Anemias (D50-D64),0,N/A,3621
HIGH SCHOOL GRADUATE OR GED,Total,Anemias (D50-D64),98,0.3,3624
COLLEGE BUT NO DEGREE,2020 **,Anemias (D50-D64),19,0.1,3627
COLLEGE BUT NO DEGREE,2021 **,Anemias (D50-D64),0,N/A,3630
COLLEGE BUT NO DEGREE,Total,Anemias (D50-D64),19,0.1,3633
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Anemias (D50-D64),12,0.1,3636
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Anemias (D50-D64),0,N/A,3639
ASSOCIATE DEGREE (E.G. AA AS),Total,Anemias (D50-D64),12,0.0,3642
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Anemias (D50-D64),20,0.1,3645
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Anemias (D50-D64),1,N/A,3648
BACHELORS DEGREE (E.G. BA AB BS),Total,Anemias (D50-D64),21,0.1,3651
MASTERS DEGREE (E.G. MA MS..),2020 **,Anemias (D50-D64),8,N/A,3654
MASTERS DEGREE (E.G. MA MS..),2021 **,Anemias (D50-D64),0,N/A,3657
MASTERS DEGREE (E.G. MA MS..),Total,Anemias (D50-D64),8,N/A,3660
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Anemias (D50-D64),2,N/A,3663
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Anemias (D50-D64),0,N/A,3666
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Anemias (D50-D64),2,N/A,3669
UNKNOWN,2020 **,Anemias (D50-D64),4,N/A,3672
UNKNOWN,2021 **,Anemias (D50-D64),0,N/A,3675
UNKNOWN,Total,Anemias (D50-D64),4,N/A,3678
Total,2020 **,Anemias (D50-D64),195,1.3,3681
Total,2021 **,Anemias (D50-D64),1,N/A,3684
Total,Total,Anemias (D50-D64),196,0.7,3687
8TH GRADE OR LESS,2020 **,Diabetes mellitus (E10-E14),199,1.3,3690
8TH GRADE OR LESS,2021 **,Diabetes mellitus (E10-E14),0,N/A,3693
8TH GRADE OR LESS,Total,Diabetes mellitus (E10-E14),199,0.6,3696
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Diabetes mellitus (E10-E14),462,3.0,3699
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Diabetes mellitus (E10-E14),0,N/A,3702
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Diabetes mellitus (E10-E14),462,1.5,3705
HIGH SCHOOL GRADUATE OR GED,2020 **,Diabetes mellitus (E10-E14),2068,13.5,3708
HIGH SCHOOL GRADUATE OR GED,2021 **,Diabetes mellitus (E10-E14),3,N/A,3711
HIGH SCHOOL GRADUATE OR GED,Total,Diabetes mellitus (E10-E14),2071,6.8,3714
COLLEGE BUT NO DEGREE,2020 **,Diabetes mellitus (E10-E14),413,2.7,3717
COLLEGE BUT NO DEGREE,2021 **,Diabetes mellitus (E10-E14),0,N/A,3720
COLLEGE BUT NO DEGREE,Total,Diabetes mellitus (E10-E14),413,1.3,3723
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Diabetes mellitus (E10-E14),228,1.5,3726
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Diabetes mellitus (E10-E14),0,N/A,3729
ASSOCIATE DEGREE (E.G. AA AS),Total,Diabetes mellitus (E10-E14),228,0.8,3732
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Diabetes mellitus (E10-E14),324,2.1,3735
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Diabetes mellitus (E10-E14),0,N/A,3738
BACHELORS DEGREE (E.G. BA AB BS),Total,Diabetes mellitus (E10-E14),324,1.0,3741
MASTERS DEGREE (E.G. MA MS..),2020 **,Diabetes mellitus (E10-E14),121,0.8,3744
MASTERS DEGREE (E.G. MA MS..),2021 **,Diabetes mellitus (E10-E14),0,N/A,3747
MASTERS DEGREE (E.G. MA MS..),Total,Diabetes mellitus (E10-E14),121,0.4,3750
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Diabetes mellitus (E10-E14),32,0.2,3753
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Diabetes mellitus (E10-E14),0,N/A,3756
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Diabetes mellitus (E10-E14),32,0.1,3759
UNKNOWN,2020 **,Diabetes mellitus (E10-E14),54,0.4,3762
UNKNOWN,2021 **,Diabetes mellitus (E10-E14),0,N/A,3765
UNKNOWN,Total,Diabetes mellitus (E10-E14),54,0.2,3768
Total,2020 **,Diabetes mellitus (E10-E14),3901,25.4,3771
Total,2021 **,Diabetes mellitus (E10-E14),3,N/A,3774
Total,Total,Diabetes mellitus (E10-E14),3904,12.7,3777
8TH GRADE OR LESS,2020 **,Malnutrition (E40-E46),43,0.3,3780
8TH GRADE OR LESS,2021 **,Malnutrition (E40-E46),1,N/A,3783
8TH GRADE OR LESS,Total,Malnutrition (E40-E46),44,0.1,3786
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Malnutrition (E40-E46),61,0.4,3789
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Malnutrition (E40-E46),0,N/A,3792
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Malnutrition (E40-E46),61,0.2,3795
HIGH SCHOOL GRADUATE OR GED,2020 **,Malnutrition (E40-E46),296,1.9,3798
HIGH SCHOOL GRADUATE OR GED,2021 **,Malnutrition (E40-E46),0,N/A,3801
HIGH SCHOOL GRADUATE OR GED,Total,Malnutrition (E40-E46),296,0.9,3804
COLLEGE BUT NO DEGREE,2020 **,Malnutrition (E40-E46),40,0.2,3807
COLLEGE BUT NO DEGREE,2021 **,Malnutrition (E40-E46),0,N/A,3810
COLLEGE BUT NO DEGREE,Total,Malnutrition (E40-E46),40,0.1,3813
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Malnutrition (E40-E46),28,0.2,3816
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Malnutrition (E40-E46),0,N/A,3819
ASSOCIATE DEGREE (E.G. AA AS),Total,Malnutrition (E40-E46),28,0.1,3822
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Malnutrition (E40-E46),56,0.4,3825
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Malnutrition (E40-E46),0,N/A,3828
BACHELORS DEGREE (E.G. BA AB BS),Total,Malnutrition (E40-E46),56,0.2,3831
MASTERS DEGREE (E.G. MA MS..),2020 **,Malnutrition (E40-E46),20,0.1,3834
MASTERS DEGREE (E.G. MA MS..),2021 **,Malnutrition (E40-E46),0,N/A,3837
MASTERS DEGREE (E.G. MA MS..),Total,Malnutrition (E40-E46),20,0.1,3840
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Malnutrition (E40-E46),3,N/A,3843
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Malnutrition (E40-E46),0,N/A,3846
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Malnutrition (E40-E46),3,N/A,3849
UNKNOWN,2020 **,Malnutrition (E40-E46),14,0.1,3852
UNKNOWN,2021 **,Malnutrition (E40-E46),0,N/A,3855
UNKNOWN,Total,Malnutrition (E40-E46),14,0.0,3858
Total,2020 **,Malnutrition (E40-E46),561,3.5,3861
Total,2021 **,Malnutrition (E40-E46),1,N/A,3864
Total,Total,Malnutrition (E40-E46),562,1.8,3867
8TH GRADE OR LESS,2020 **,Other nutritional deficiencies (E50-E64),0,N/A,3870
8TH GRADE OR LESS,2021 **,Other nutritional deficiencies (E50-E64),0,N/A,3873
8TH GRADE OR LESS,Total,Other nutritional deficiencies (E50-E64),0,N/A,3876
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Other nutritional deficiencies (E50-E64),1,N/A,3879
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Other nutritional deficiencies (E50-E64),0,N/A,3882
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Other nutritional deficiencies (E50-E64),1,N/A,3885
HIGH SCHOOL GRADUATE OR GED,2020 **,Other nutritional deficiencies (E50-E64),3,N/A,3888
HIGH SCHOOL GRADUATE OR GED,2021 **,Other nutritional deficiencies (E50-E64),0,N/A,3891
HIGH SCHOOL GRADUATE OR GED,Total,Other nutritional deficiencies (E50-E64),3,N/A,3894
COLLEGE BUT NO DEGREE,2020 **,Other nutritional deficiencies (E50-E64),1,N/A,3897
COLLEGE BUT NO DEGREE,2021 **,Other nutritional deficiencies (E50-E64),0,N/A,3900
COLLEGE BUT NO DEGREE,Total,Other nutritional deficiencies (E50-E64),1,N/A,3903
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Other nutritional deficiencies (E50-E64),0,N/A,3906
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Other nutritional deficiencies (E50-E64),0,N/A,3909
ASSOCIATE DEGREE (E.G. AA AS),Total,Other nutritional deficiencies (E50-E64),0,N/A,3912
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Other nutritional deficiencies (E50-E64),3,N/A,3915
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Other nutritional deficiencies (E50-E64),0,N/A,3918
BACHELORS DEGREE (E.G. BA AB BS),Total,Other nutritional deficiencies (E50-E64),3,N/A,3921
MASTERS DEGREE (E.G. MA MS..),2020 **,Other nutritional deficiencies (E50-E64),0,N/A,3924
MASTERS DEGREE (E.G. MA MS..),2021 **,Other nutritional deficiencies (E50-E64),0,N/A,3927
MASTERS DEGREE (E.G. MA MS..),Total,Other nutritional deficiencies (E50-E64),0,N/A,3930
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Other nutritional deficiencies (E50-E64),0,N/A,3933
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Other nutritional deficiencies (E50-E64),0,N/A,3936
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Other nutritional deficiencies (E50-E64),0,N/A,3939
UNKNOWN,2020 **,Other nutritional deficiencies (E50-E64),0,N/A,3942
UNKNOWN,2021 **,Other nutritional deficiencies (E50-E64),0,N/A,3945
UNKNOWN,Total,Other nutritional deficiencies (E50-E64),0,N/A,3948
Total,2020 **,Other nutritional deficiencies (E50-E64),8,N/A,3951
Total,2021 **,Other nutritional deficiencies (E50-E64),0,N/A,3954
Total,Total,Other nutritional deficiencies (E50-E64),8,N/A,3957
8TH GRADE OR LESS,2020 **,Meningitis (G00G03),4,N/A,3960
8TH GRADE OR LESS,2021 **,Meningitis (G00G03),0,N/A,3963
8TH GRADE OR LESS,Total,Meningitis (G00G03),4,N/A,3966
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Meningitis (G00G03),3,N/A,3969
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Meningitis (G00G03),0,N/A,3972
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Meningitis (G00G03),3,N/A,3975
HIGH SCHOOL GRADUATE OR GED,2020 **,Meningitis (G00G03),4,N/A,3978
HIGH SCHOOL GRADUATE OR GED,2021 **,Meningitis (G00G03),0,N/A,3981
HIGH SCHOOL GRADUATE OR GED,Total,Meningitis (G00G03),4,N/A,3984
COLLEGE BUT NO DEGREE,2020 **,Meningitis (G00G03),0,N/A,3987
COLLEGE BUT NO DEGREE,2021 **,Meningitis (G00G03),0,N/A,3990
COLLEGE BUT NO DEGREE,Total,Meningitis (G00G03),0,N/A,3993
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Meningitis (G00G03),0,N/A,3996
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Meningitis (G00G03),0,N/A,3999
ASSOCIATE DEGREE (E.G. AA AS),Total,Meningitis (G00G03),0,N/A,4002
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Meningitis (G00G03),0,N/A,4005
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Meningitis (G00G03),0,N/A,4008
BACHELORS DEGREE (E.G. BA AB BS),Total,Meningitis (G00G03),0,N/A,4011
MASTERS DEGREE (E.G. MA MS..),2020 **,Meningitis (G00G03),2,N/A,4014
MASTERS DEGREE (E.G. MA MS..),2021 **,Meningitis (G00G03),0,N/A,4017
MASTERS DEGREE (E.G. MA MS..),Total,Meningitis (G00G03),2,N/A,4020
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Meningitis (G00G03),0,N/A,4023
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Meningitis (G00G03),0,N/A,4026
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Meningitis (G00G03),0,N/A,4029
UNKNOWN,2020 **,Meningitis (G00G03),0,N/A,4032
UNKNOWN,2021 **,Meningitis (G00G03),0,N/A,4035
UNKNOWN,Total,Meningitis (G00G03),0,N/A,4038
Total,2020 **,Meningitis (G00G03),13,0.1,4041
Total,2021 **,Meningitis (G00G03),0,N/A,4044
Total,Total,Meningitis (G00G03),13,0.0,4047
8TH GRADE OR LESS,2020 **,Parkinson's disease (G20-G21),75,0.5,4050
8TH GRADE OR LESS,2021 **,Parkinson's disease (G20-G21),1,N/A,4053
8TH GRADE OR LESS,Total,Parkinson's disease (G20-G21),76,0.2,4056
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Parkinson's disease (G20-G21),107,0.7,4059
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Parkinson's disease (G20-G21),0,N/A,4062
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Parkinson's disease (G20-G21),107,0.3,4065
HIGH SCHOOL GRADUATE OR GED,2020 **,Parkinson's disease (G20-G21),761,5.0,4068
HIGH SCHOOL GRADUATE OR GED,2021 **,Parkinson's disease (G20-G21),3,N/A,4071
HIGH SCHOOL GRADUATE OR GED,Total,Parkinson's disease (G20-G21),764,2.5,4074
COLLEGE BUT NO DEGREE,2020 **,Parkinson's disease (G20-G21),154,1.0,4077
COLLEGE BUT NO DEGREE,2021 **,Parkinson's disease (G20-G21),1,N/A,4080
COLLEGE BUT NO DEGREE,Total,Parkinson's disease (G20-G21),155,0.5,4083
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Parkinson's disease (G20-G21),75,0.5,4086
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Parkinson's disease (G20-G21),1,N/A,4089
ASSOCIATE DEGREE (E.G. AA AS),Total,Parkinson's disease (G20-G21),76,0.3,4092
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Parkinson's disease (G20-G21),190,1.2,4095
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Parkinson's disease (G20-G21),0,N/A,4098
BACHELORS DEGREE (E.G. BA AB BS),Total,Parkinson's disease (G20-G21),190,0.6,4101
MASTERS DEGREE (E.G. MA MS..),2020 **,Parkinson's disease (G20-G21),92,0.6,4104
MASTERS DEGREE (E.G. MA MS..),2021 **,Parkinson's disease (G20-G21),0,N/A,4107
MASTERS DEGREE (E.G. MA MS..),Total,Parkinson's disease (G20-G21),92,0.3,4110
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Parkinson's disease (G20-G21),54,0.4,4113
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Parkinson's disease (G20-G21),0,N/A,4116
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Parkinson's disease (G20-G21),54,0.2,4119
UNKNOWN,2020 **,Parkinson's disease (G20-G21),18,0.1,4122
UNKNOWN,2021 **,Parkinson's disease (G20-G21),0,N/A,4125
UNKNOWN,Total,Parkinson's disease (G20-G21),18,0.1,4128
Total,2020 **,Parkinson's disease (G20-G21),1526,10.0,4131
Total,2021 **,Parkinson's disease (G20-G21),6,N/A,4134
Total,Total,Parkinson's disease (G20-G21),1532,5.0,4137
8TH GRADE OR LESS,2020 **,Alzheimer's disease (G30),364,2.3,4140
8TH GRADE OR LESS,2021 **,Alzheimer's disease (G30),0,N/A,4143
8TH GRADE OR LESS,Total,Alzheimer's disease (G30),364,1.2,4146
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Alzheimer's disease (G30),553,3.6,4149
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Alzheimer's disease (G30),0,N/A,4152
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Alzheimer's disease (G30),553,1.8,4155
HIGH SCHOOL GRADUATE OR GED,2020 **,Alzheimer's disease (G30),2865,18.4,4158
HIGH SCHOOL GRADUATE OR GED,2021 **,Alzheimer's disease (G30),6,N/A,4161
HIGH SCHOOL GRADUATE OR GED,Total,Alzheimer's disease (G30),2871,9.2,4164
COLLEGE BUT NO DEGREE,2020 **,Alzheimer's disease (G30),428,2.8,4167
COLLEGE BUT NO DEGREE,2021 **,Alzheimer's disease (G30),0,N/A,4170
COLLEGE BUT NO DEGREE,Total,Alzheimer's disease (G30),428,1.4,4173
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Alzheimer's disease (G30),246,1.6,4176
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Alzheimer's disease (G30),1,N/A,4179
ASSOCIATE DEGREE (E.G. AA AS),Total,Alzheimer's disease (G30),247,0.8,4182
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Alzheimer's disease (G30),569,3.6,4185
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Alzheimer's disease (G30),2,N/A,4188
BACHELORS DEGREE (E.G. BA AB BS),Total,Alzheimer's disease (G30),571,1.8,4191
MASTERS DEGREE (E.G. MA MS..),2020 **,Alzheimer's disease (G30),240,1.6,4194
MASTERS DEGREE (E.G. MA MS..),2021 **,Alzheimer's disease (G30),1,N/A,4197
MASTERS DEGREE (E.G. MA MS..),Total,Alzheimer's disease (G30),241,0.8,4200
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Alzheimer's disease (G30),90,0.6,4203
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Alzheimer's disease (G30),0,N/A,4206
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Alzheimer's disease (G30),90,0.3,4209
UNKNOWN,2020 **,Alzheimer's disease (G30),67,0.4,4212
UNKNOWN,2021 **,Alzheimer's disease (G30),0,N/A,4215
UNKNOWN,Total,Alzheimer's disease (G30),67,0.2,4218
Total,2020 **,Alzheimer's disease (G30),5422,34.7,4221
Total,2021 **,Alzheimer's disease (G30),10,0.1,4224
Total,Total,Alzheimer's disease (G30),5432,17.4,4227
8TH GRADE OR LESS,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),3,N/A,4230
8TH GRADE OR LESS,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4233
8TH GRADE OR LESS,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),3,N/A,4236
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),22,0.1,4239
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4242
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),22,0.1,4245
HIGH SCHOOL GRADUATE OR GED,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),91,0.6,4248
HIGH SCHOOL GRADUATE OR GED,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4251
HIGH SCHOOL GRADUATE OR GED,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),91,0.3,4254
COLLEGE BUT NO DEGREE,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),25,0.2,4257
COLLEGE BUT NO DEGREE,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4260
COLLEGE BUT NO DEGREE,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),25,0.1,4263
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),8,N/A,4266
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4269
ASSOCIATE DEGREE (E.G. AA AS),Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),8,N/A,4272
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),15,0.1,4275
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4278
BACHELORS DEGREE (E.G. BA AB BS),Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),15,0.0,4281
MASTERS DEGREE (E.G. MA MS..),2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),2,N/A,4284
MASTERS DEGREE (E.G. MA MS..),2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4287
MASTERS DEGREE (E.G. MA MS..),Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),2,N/A,4290
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),1,N/A,4293
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4296
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),1,N/A,4299
UNKNOWN,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4302
UNKNOWN,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4305
UNKNOWN,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4308
Total,2020 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),167,1.1,4311
Total,2021 **,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),0,N/A,4314
Total,Total,Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09),167,0.5,4317
8TH GRADE OR LESS,2020 **,Hypertensive heart disease (I11),108,0.7,4320
8TH GRADE OR LESS,2021 **,Hypertensive heart disease (I11),0,N/A,4323
8TH GRADE OR LESS,Total,Hypertensive heart disease (I11),108,0.3,4326
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Hypertensive heart disease (I11),244,1.6,4329
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Hypertensive heart disease (I11),0,N/A,4332
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Hypertensive heart disease (I11),244,0.8,4335
HIGH SCHOOL GRADUATE OR GED,2020 **,Hypertensive heart disease (I11),1027,6.7,4338
HIGH SCHOOL GRADUATE OR GED,2021 **,Hypertensive heart disease (I11),2,N/A,4341
HIGH SCHOOL GRADUATE OR GED,Total,Hypertensive heart disease (I11),1029,3.4,4344
COLLEGE BUT NO DEGREE,2020 **,Hypertensive heart disease (I11),204,1.4,4347
COLLEGE BUT NO DEGREE,2021 **,Hypertensive heart disease (I11),1,N/A,4350
COLLEGE BUT NO DEGREE,Total,Hypertensive heart disease (I11),205,0.7,4353
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Hypertensive heart disease (I11),108,0.7,4356
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Hypertensive heart disease (I11),0,N/A,4359
ASSOCIATE DEGREE (E.G. AA AS),Total,Hypertensive heart disease (I11),108,0.4,4362
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Hypertensive heart disease (I11),195,1.3,4365
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Hypertensive heart disease (I11),0,N/A,4368
BACHELORS DEGREE (E.G. BA AB BS),Total,Hypertensive heart disease (I11),195,0.6,4371
MASTERS DEGREE (E.G. MA MS..),2020 **,Hypertensive heart disease (I11),60,0.4,4374
MASTERS DEGREE (E.G. MA MS..),2021 **,Hypertensive heart disease (I11),1,N/A,4377
MASTERS DEGREE (E.G. MA MS..),Total,Hypertensive heart disease (I11),61,0.2,4380
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Hypertensive heart disease (I11),23,0.2,4383
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Hypertensive heart disease (I11),0,N/A,4386
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Hypertensive heart disease (I11),23,0.1,4389
UNKNOWN,2020 **,Hypertensive heart disease (I11),45,0.3,4392
UNKNOWN,2021 **,Hypertensive heart disease (I11),0,N/A,4395
UNKNOWN,Total,Hypertensive heart disease (I11),45,0.1,4398
Total,2020 **,Hypertensive heart disease (I11),2014,13.3,4401
Total,2021 **,Hypertensive heart disease (I11),4,N/A,4404
Total,Total,Hypertensive heart disease (I11),2018,6.6,4407
8TH GRADE OR LESS,2020 **,Hypertensive heart and renal disease (I13),21,0.1,4410
8TH GRADE OR LESS,2021 **,Hypertensive heart and renal disease (I13),1,N/A,4413
8TH GRADE OR LESS,Total,Hypertensive heart and renal disease (I13),22,0.1,4416
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Hypertensive heart and renal disease (I13),44,0.3,4419
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Hypertensive heart and renal disease (I13),0,N/A,4422
