DeathAgeGroupNCIAgeNCI,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
15 to 19,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),119,0.1,5808
20 to 24,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),274,0.3,5811
25 to 29,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),447,0.5,5814
30 to 34,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),519,0.7,5817
35 to 39,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),558,0.8,5820
40 to 44,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),632,0.9,5823
45 to 49,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),845,1.0,5826
50 to 54,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),1174,1.3,5829
55 to 59,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),1488,1.1,5832
60 to 64,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),1967,1.6,5835
65 to 69,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),2190,1.7,5838
70 to 74,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),2634,2.7,5841
75 to 79,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),3086,2.9,5844
80 to 84,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),3779,4.7,5847
85 and older,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),12958,5.5,5850
Unknown,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),28,N/A,5853
Total,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),34615,16.7,5856
Less than 1,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),409,0.3,5859
1 to 4,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),253,0.2,5862
5 to 9,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),160,0.2,5865
10 to 14,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),206,0.3,5868
15 to 19,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),374,0.4,5871
20 to 24,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),664,0.8,5874
25 to 29,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),922,1.1,5877
30 to 34,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),1258,1.6,5880
35 to 39,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),1681,2.6,5883
40 to 44,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),2400,3.6,5886
45 to 49,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),3868,4.4,5889
50 to 54,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),6176,6.8,5892
55 to 59,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),8625,6.2,5895
60 to 64,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),10585,8.6,5898
65 to 69,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),12373,9.5,5901
70 to 74,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),14557,14.9,5904
75 to 79,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),19489,18.2,5907
80 to 84,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),28060,35.1,5910
85 and older,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),83036,35.2,5913
Unknown,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),162,N/A,5916
Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),195258,91.1,5919
Less than 1,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),40,0.0,5922
1 to 4,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),173,0.1,5925
5 to 9,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),158,0.2,5928
10 to 14,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),200,0.3,5931
15 to 19,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1380,1.6,5934
20 to 24,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1742,2.1,5937
25 to 29,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1507,1.8,5940
30 to 34,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1202,1.5,5943
35 to 39,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1222,1.9,5946
40 to 44,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1187,1.8,5949
45 to 49,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1269,1.5,5952
50 to 54,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1264,1.4,5955
55 to 59,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1253,0.9,5958
60 to 64,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1079,0.9,5961
65 to 69,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),835,0.6,5964
70 to 74,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),734,0.8,5967
75 to 79,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),674,0.6,5970
80 to 84,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),608,0.8,5973
85 and older,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),643,0.3,5976
Unknown,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),81,N/A,5979
Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),17251,9.7,5982
Less than 1,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,5985
1 to 4,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),8,N/A,5988
5 to 9,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),6,N/A,5991
10 to 14,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),11,0.0,5994
15 to 19,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),26,0.0,5997
20 to 24,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),28,0.0,6000
25 to 29,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),33,0.0,6003
30 to 34,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),28,0.0,6006
35 to 39,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),28,0.0,6009
40 to 44,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),30,0.0,6012
45 to 49,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),30,0.0,6015
50 to 54,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),39,0.0,6018
55 to 59,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),37,0.0,6021
60 to 64,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),28,0.0,6024
65 to 69,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),15,0.0,6027
70 to 74,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),16,0.0,6030
75 to 79,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),11,0.0,6033
80 to 84,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),13,0.0,6036
85 and older,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),17,0.0,6039
Unknown,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),1,N/A,6042
Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),405,0.2,6045
Less than 1,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6048
1 to 4,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),4,N/A,6051
5 to 9,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),5,N/A,6054
10 to 14,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),3,N/A,6057
15 to 19,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),12,0.0,6060
20 to 24,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),34,0.0,6063
25 to 29,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),35,0.0,6066
30 to 34,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),41,0.1,6069
35 to 39,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),30,0.0,6072
40 to 44,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),57,0.1,6075
45 to 49,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),77,0.1,6078
50 to 54,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),98,0.1,6081
55 to 59,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),81,0.1,6084
60 to 64,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),72,0.1,6087
65 to 69,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),37,0.0,6090
70 to 74,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),38,0.0,6093
75 to 79,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),22,0.0,6096
80 to 84,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),9,N/A,6099
85 and older,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),10,0.0,6102
Unknown,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),4,N/A,6105
Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),669,0.4,6108
Less than 1,Falls (W00-W19),4,N/A,6111
1 to 4,Falls (W00-W19),20,0.0,6114
5 to 9,Falls (W00-W19),5,N/A,6117
10 to 14,Falls (W00-W19),9,N/A,6120
15 to 19,Falls (W00-W19),26,0.0,6123
20 to 24,Falls (W00-W19),50,0.1,6126
25 to 29,Falls (W00-W19),50,0.1,6129
30 to 34,Falls (W00-W19),79,0.1,6132
35 to 39,Falls (W00-W19),97,0.1,6135
40 to 44,Falls (W00-W19),157,0.2,6138
45 to 49,Falls (W00-W19),335,0.4,6141
50 to 54,Falls (W00-W19),453,0.5,6144
55 to 59,Falls (W00-W19),617,0.4,6147
60 to 64,Falls (W00-W19),795,0.6,6150
65 to 69,Falls (W00-W19),1004,0.8,6153
70 to 74,Falls (W00-W19),1357,1.4,6156
75 to 79,Falls (W00-W19),2088,1.9,6159
80 to 84,Falls (W00-W19),3107,3.9,6162
85 and older,Falls (W00-W19),8076,3.4,6165
Unknown,Falls (W00-W19),32,N/A,6168
Total,Falls (W00-W19),18361,8.6,6171
Less than 1,Accidental discharge of firearms (W32-W34),0,N/A,6174
1 to 4,Accidental discharge of firearms (W32-W34),14,0.0,6177
5 to 9,Accidental discharge of firearms (W32-W34),5,N/A,6180
10 to 14,Accidental discharge of firearms (W32-W34),6,N/A,6183
15 to 19,Accidental discharge of firearms (W32-W34),25,0.0,6186
20 to 24,Accidental discharge of firearms (W32-W34),28,0.0,6189
25 to 29,Accidental discharge of firearms (W32-W34),17,0.0,6192
30 to 34,Accidental discharge of firearms (W32-W34),12,0.0,6195
35 to 39,Accidental discharge of firearms (W32-W34),12,0.0,6198
40 to 44,Accidental discharge of firearms (W32-W34),11,0.0,6201
45 to 49,Accidental discharge of firearms (W32-W34),15,0.0,6204
50 to 54,Accidental discharge of firearms (W32-W34),19,0.0,6207
55 to 59,Accidental discharge of firearms (W32-W34),10,0.0,6210
60 to 64,Accidental discharge of firearms (W32-W34),11,0.0,6213
65 to 69,Accidental discharge of firearms (W32-W34),6,N/A,6216
70 to 74,Accidental discharge of firearms (W32-W34),5,N/A,6219
75 to 79,Accidental discharge of firearms (W32-W34),6,N/A,6222
80 to 84,Accidental discharge of firearms (W32-W34),1,N/A,6225
85 and older,Accidental discharge of firearms (W32-W34),1,N/A,6228
Unknown,Accidental discharge of firearms (W32-W34),0,N/A,6231
Total,Accidental discharge of firearms (W32-W34),204,0.1,6234
Less than 1,Accidental drowning and submersion (W65-W74),19,0.0,6237
1 to 4,Accidental drowning and submersion (W65-W74),200,0.1,6240
5 to 9,Accidental drowning and submersion (W65-W74),54,0.1,6243
10 to 14,Accidental drowning and submersion (W65-W74),52,0.1,6246
15 to 19,Accidental drowning and submersion (W65-W74),125,0.1,6249
20 to 24,Accidental drowning and submersion (W65-W74),107,0.1,6252
25 to 29,Accidental drowning and submersion (W65-W74),83,0.1,6255
30 to 34,Accidental drowning and submersion (W65-W74),80,0.1,6258
35 to 39,Accidental drowning and submersion (W65-W74),73,0.1,6261
40 to 44,Accidental drowning and submersion (W65-W74),74,0.1,6264
45 to 49,Accidental drowning and submersion (W65-W74),82,0.1,6267
50 to 54,Accidental drowning and submersion (W65-W74),77,0.1,6270
55 to 59,Accidental drowning and submersion (W65-W74),77,0.1,6273
60 to 64,Accidental drowning and submersion (W65-W74),79,0.1,6276
65 to 69,Accidental drowning and submersion (W65-W74),62,0.0,6279
70 to 74,Accidental drowning and submersion (W65-W74),47,0.0,6282
75 to 79,Accidental drowning and submersion (W65-W74),52,0.0,6285
80 to 84,Accidental drowning and submersion (W65-W74),33,0.0,6288
85 and older,Accidental drowning and submersion (W65-W74),35,0.0,6291
Unknown,Accidental drowning and submersion (W65-W74),5,N/A,6294
Total,Accidental drowning and submersion (W65-W74),1416,0.8,6297
Less than 1,Accidental exposure to smoke fire and flames (X00-X09),15,0.0,6300
1 to 4,Accidental exposure to smoke fire and flames (X00-X09),93,0.1,6303
5 to 9,Accidental exposure to smoke fire and flames (X00-X09),60,0.1,6306
10 to 14,Accidental exposure to smoke fire and flames (X00-X09),26,0.0,6309
15 to 19,Accidental exposure to smoke fire and flames (X00-X09),35,0.0,6312
20 to 24,Accidental exposure to smoke fire and flames (X00-X09),48,0.1,6315
25 to 29,Accidental exposure to smoke fire and flames (X00-X09),50,0.1,6318
30 to 34,Accidental exposure to smoke fire and flames (X00-X09),41,0.1,6321
35 to 39,Accidental exposure to smoke fire and flames (X00-X09),67,0.1,6324
40 to 44,Accidental exposure to smoke fire and flames (X00-X09),69,0.1,6327
45 to 49,Accidental exposure to smoke fire and flames (X00-X09),95,0.1,6330
50 to 54,Accidental exposure to smoke fire and flames (X00-X09),111,0.1,6333
55 to 59,Accidental exposure to smoke fire and flames (X00-X09),148,0.1,6336
60 to 64,Accidental exposure to smoke fire and flames (X00-X09),144,0.1,6339
65 to 69,Accidental exposure to smoke fire and flames (X00-X09),136,0.1,6342
70 to 74,Accidental exposure to smoke fire and flames (X00-X09),124,0.1,6345
75 to 79,Accidental exposure to smoke fire and flames (X00-X09),120,0.1,6348
80 to 84,Accidental exposure to smoke fire and flames (X00-X09),113,0.1,6351
85 and older,Accidental exposure to smoke fire and flames (X00-X09),117,0.0,6354
Unknown,Accidental exposure to smoke fire and flames (X00-X09),2,N/A,6357
Total,Accidental exposure to smoke fire and flames (X00-X09),1614,0.8,6360
Less than 1,Accidental poisoning and exposure to noxious substances (X40-X49),8,N/A,6363
1 to 4,Accidental poisoning and exposure to noxious substances (X40-X49),29,0.0,6366
5 to 9,Accidental poisoning and exposure to noxious substances (X40-X49),8,N/A,6369
10 to 14,Accidental poisoning and exposure to noxious substances (X40-X49),21,0.0,6372
15 to 19,Accidental poisoning and exposure to noxious substances (X40-X49),408,0.5,6375
20 to 24,Accidental poisoning and exposure to noxious substances (X40-X49),2496,3.0,6378
25 to 29,Accidental poisoning and exposure to noxious substances (X40-X49),4545,5.4,6381
30 to 34,Accidental poisoning and exposure to noxious substances (X40-X49),5444,6.9,6384
35 to 39,Accidental poisoning and exposure to noxious substances (X40-X49),5280,8.0,6387
40 to 44,Accidental poisoning and exposure to noxious substances (X40-X49),4907,7.3,6390
45 to 49,Accidental poisoning and exposure to noxious substances (X40-X49),4892,5.6,6393
50 to 54,Accidental poisoning and exposure to noxious substances (X40-X49),4671,5.1,6396
55 to 59,Accidental poisoning and exposure to noxious substances (X40-X49),3689,2.6,6399
60 to 64,Accidental poisoning and exposure to noxious substances (X40-X49),1814,1.5,6402
65 to 69,Accidental poisoning and exposure to noxious substances (X40-X49),730,0.6,6405
70 to 74,Accidental poisoning and exposure to noxious substances (X40-X49),229,0.2,6408
75 to 79,Accidental poisoning and exposure to noxious substances (X40-X49),131,0.1,6411
80 to 84,Accidental poisoning and exposure to noxious substances (X40-X49),88,0.1,6414
85 and older,Accidental poisoning and exposure to noxious substances (X40-X49),118,0.1,6417
Unknown,Accidental poisoning and exposure to noxious substances (X40-X49),49,N/A,6420
Total,Accidental poisoning and exposure to noxious substances (X40-X49),39557,23.6,6423
Less than 1,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),835,0.6,6426
1 to 4,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),125,0.1,6429
5 to 9,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),39,0.1,6432
10 to 14,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),46,0.1,6435
